Country,Race,Age,Age_Group,Gender,Ordering,E_Trait_mean,E_Trait_std,E_Trait_count,A_Trait_mean,A_Trait_std,A_Trait_count,C_Trait_mean,C_Trait_std,C_Trait_count,N_Trait_mean,N_Trait_std,N_Trait_count,O_Trait_mean,O_Trait_std,O_Trait_count
Viet Nam,All,17,All,Female,Nationality -> Age -> Gender,2.7,,1,4.2,,1,3.3,,1,3.3,,1,3.8,,1
Viet Nam,All,22,All,Male,Age -> Gender -> Nationality,2.7,,1,4.2,,1,3.5,,1,3.1,,1,3.6,,1
Viet Nam,All,22,All,Male,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.6,,1,3.3,,1,3.5,,1
Viet Nam,All,22,All,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.1,,1,3.5,,1,3.7,,1
Viet Nam,All,25,All,Female,Age -> Gender -> Nationality,2.6,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
Viet Nam,All,25,All,Female,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
Viet Nam,All,25,All,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.6,,1,3.3,,1,3.6,,1
Albania,All,All,18-25,Female,Age -> Gender -> Nationality,2.7,,1,4.2,,1,3.7,,1,3.2,,1,3.6,,1
Albania,All,All,18-25,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.6,,1,3.4,,1,3.7,,1
Albania,All,All,18-25,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
Argentina,All,All,18-25,Female,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.3,,1,3.1,,1,3.8,,1
Argentina,All,All,18-25,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.4,,1,3.2,,1,3.8,,1
Argentina,All,All,18-25,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.3,,1,3.3,,1,3.8,,1
Australia,All,All,18-25,Female,Age -> Gender -> Nationality,2.97,0.221,10,4.14,0.07,10,3.35,0.158,10,3.25,0.071,10,3.66,0.117,10
Australia,All,All,18-25,Female,Gender -> Age -> Nationality,2.96,0.217,10,4.18,0.042,10,3.4,0.149,10,3.2,0.105,10,3.72,0.063,10
Australia,All,All,18-25,Female,Nationality -> Age -> Gender,2.94,0.232,10,4.16,0.052,10,3.4,0.094,10,3.3,0.125,10,3.69,0.099,10
Australia,All,All,18-25,Male,Age -> Gender -> Nationality,3.0,0.141,2,4.15,0.071,2,3.25,0.212,2,3.3,0.0,2,3.75,0.071,2
Australia,All,All,18-25,Male,Gender -> Age -> Nationality,3.05,0.071,2,4.1,0.141,2,3.45,0.071,2,3.3,0.0,2,3.7,0.0,2
Australia,All,All,18-25,Male,Nationality -> Age -> Gender,2.7,0.283,2,4.1,0.141,2,3.25,0.071,2,3.4,0.141,2,3.7,0.141,2
Australia,All,All,26-34,Female,Age -> Gender -> Nationality,2.96,0.114,5,4.12,0.11,5,3.52,0.11,5,3.3,0.0,5,3.76,0.055,5
Australia,All,All,26-34,Female,Gender -> Age -> Nationality,2.9,0.187,5,4.16,0.055,5,3.6,0.122,5,3.28,0.045,5,3.78,0.045,5
Australia,All,All,26-34,Female,Nationality -> Age -> Gender,2.84,0.167,5,4.14,0.055,5,3.46,0.089,5,3.28,0.045,5,3.74,0.055,5
Australia,All,All,26-34,Male,Age -> Gender -> Nationality,3.1,0.0,3,4.133,0.058,3,3.567,0.058,3,3.267,0.058,3,3.767,0.058,3
Australia,All,All,26-34,Male,Gender -> Age -> Nationality,2.967,0.231,3,4.1,0.173,3,3.5,0.1,3,3.4,0.0,3,3.8,0.0,3
Australia,All,All,26-34,Male,Nationality -> Age -> Gender,3.1,0.2,3,4.133,0.058,3,3.567,0.058,3,3.433,0.115,3,3.8,0.0,3
Australia,All,All,35-50,Female,Age -> Gender -> Nationality,3.05,0.084,6,4.167,0.052,6,3.6,0.11,6,3.333,0.137,6,3.767,0.052,6
Australia,All,All,35-50,Female,Gender -> Age -> Nationality,3.05,0.226,6,4.183,0.041,6,3.633,0.082,6,3.333,0.052,6,3.8,0.063,6
Australia,All,All,35-50,Female,Nationality -> Age -> Gender,2.9,0.219,6,4.117,0.075,6,3.633,0.082,6,3.3,0.0,6,3.75,0.055,6
Australia,All,All,35-50,Male,Age -> Gender -> Nationality,3.3,,1,4.1,,1,3.7,,1,3.2,,1,3.8,,1
Australia,All,All,35-50,Male,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
Australia,All,All,35-50,Male,Nationality -> Age -> Gender,3.1,,1,4.0,,1,3.6,,1,3.3,,1,3.7,,1
Australia,All,All,50+,Female,Age -> Gender -> Nationality,2.9,0.0,2,4.15,0.071,2,3.65,0.071,2,3.4,0.141,2,3.75,0.071,2
Australia,All,All,50+,Female,Gender -> Age -> Nationality,2.8,0.283,2,4.25,0.071,2,3.7,0.0,2,3.5,0.141,2,3.8,0.0,2
Australia,All,All,50+,Female,Nationality -> Age -> Gender,2.9,0.424,2,4.15,0.071,2,3.6,0.141,2,3.35,0.071,2,3.7,0.0,2
Australia,All,All,50+,Male,Age -> Gender -> Nationality,2.833,0.208,3,4.133,0.058,3,3.433,0.153,3,3.533,0.115,3,3.733,0.115,3
Australia,All,All,50+,Male,Gender -> Age -> Nationality,2.767,0.153,3,4.167,0.058,3,3.633,0.058,3,3.433,0.115,3,3.733,0.153,3
Australia,All,All,50+,Male,Nationality -> Age -> Gender,2.867,0.493,3,4.1,0.1,3,3.633,0.058,3,3.433,0.153,3,3.733,0.058,3
Australia,All,All,<18,Female,Age -> Gender -> Nationality,2.882,0.172,11,4.182,0.04,11,3.309,0.104,11,3.155,0.082,11,3.664,0.103,11
Australia,All,All,<18,Female,Gender -> Age -> Nationality,2.836,0.143,11,4.136,0.05,11,3.309,0.104,11,3.136,0.092,11,3.673,0.127,11
Australia,All,All,<18,Female,Nationality -> Age -> Gender,2.8,0.245,11,4.127,0.047,11,3.318,0.117,11,3.209,0.104,11,3.7,0.077,11
Australia,All,All,<18,Male,Age -> Gender -> Nationality,2.96,0.114,5,4.04,0.114,5,3.16,0.134,5,3.18,0.11,5,3.62,0.084,5
Australia,All,All,<18,Male,Gender -> Age -> Nationality,2.86,0.134,5,4.08,0.084,5,3.14,0.114,5,3.18,0.084,5,3.64,0.055,5
Australia,All,All,<18,Male,Nationality -> Age -> Gender,2.9,0.224,5,4.04,0.089,5,3.16,0.089,5,3.24,0.089,5,3.7,0.071,5
Austria,All,All,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
Austria,All,All,18-25,Male,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
Austria,All,All,18-25,Male,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.6,,1,3.5,,1,3.7,,1
Azerbaijan,All,All,18-25,Male,Age -> Gender -> Nationality,3.2,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
Azerbaijan,All,All,18-25,Male,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Azerbaijan,All,All,18-25,Male,Nationality -> Age -> Gender,3.3,,1,4.1,,1,3.6,,1,3.5,,1,3.7,,1
Bangladesh,All,All,18-25,Female,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.5,,1,3.2,,1,3.8,,1
Bangladesh,All,All,18-25,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
Bangladesh,All,All,18-25,Female,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
Bangladesh,All,All,18-25,Male,Age -> Gender -> Nationality,2.9,0.0,2,4.1,0.0,2,3.45,0.071,2,3.2,0.141,2,3.6,0.0,2
Bangladesh,All,All,18-25,Male,Gender -> Age -> Nationality,2.7,0.141,2,4.0,0.0,2,3.4,0.141,2,3.3,0.0,2,3.7,0.141,2
Bangladesh,All,All,18-25,Male,Nationality -> Age -> Gender,2.85,0.071,2,4.1,0.0,2,3.5,0.0,2,3.25,0.071,2,3.7,0.0,2
Belgium,All,All,18-25,Female,Age -> Gender -> Nationality,2.833,0.115,3,4.1,0.173,3,3.533,0.058,3,3.233,0.058,3,3.733,0.115,3
Belgium,All,All,18-25,Female,Gender -> Age -> Nationality,2.867,0.115,3,4.167,0.058,3,3.433,0.153,3,3.267,0.058,3,3.767,0.058,3
Belgium,All,All,18-25,Female,Nationality -> Age -> Gender,2.867,0.058,3,4.133,0.058,3,3.5,0.1,3,3.3,0.0,3,3.8,0.0,3
Belgium,All,All,26-34,Female,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
Belgium,All,All,26-34,Female,Gender -> Age -> Nationality,3.1,,1,4.3,,1,3.6,,1,3.5,,1,3.9,,1
Belgium,All,All,26-34,Female,Nationality -> Age -> Gender,2.7,,1,4.0,,1,3.6,,1,3.5,,1,3.8,,1
Belgium,All,All,35-50,Female,Age -> Gender -> Nationality,2.95,0.212,2,4.2,0.0,2,3.6,0.0,2,3.25,0.071,2,3.8,0.0,2
Belgium,All,All,35-50,Female,Gender -> Age -> Nationality,2.95,0.071,2,4.05,0.071,2,3.7,0.0,2,3.35,0.212,2,3.9,0.0,2
Belgium,All,All,35-50,Female,Nationality -> Age -> Gender,3.0,0.141,2,4.15,0.071,2,3.7,0.0,2,3.3,0.0,2,3.8,0.0,2
Belgium,All,All,35-50,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
Belgium,All,All,35-50,Male,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.6,,1,3.7,,1,3.7,,1
Belgium,All,All,35-50,Male,Nationality -> Age -> Gender,2.7,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Belize,All,All,35-50,Male,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Belize,All,All,35-50,Male,Gender -> Age -> Nationality,3.0,,1,4.0,,1,3.7,,1,3.3,,1,3.7,,1
Belize,All,All,35-50,Male,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.5,,1,3.4,,1,3.8,,1
Brazil,All,All,18-25,Female,Age -> Gender -> Nationality,2.95,0.354,2,4.1,0.141,2,3.45,0.212,2,3.35,0.071,2,3.7,0.0,2
Brazil,All,All,18-25,Female,Gender -> Age -> Nationality,3.0,0.0,2,4.2,0.0,2,3.5,0.141,2,3.25,0.071,2,3.75,0.071,2
Brazil,All,All,18-25,Female,Nationality -> Age -> Gender,2.9,0.0,2,4.15,0.071,2,3.5,0.141,2,3.2,0.141,2,3.8,0.0,2
Brazil,All,All,18-25,Male,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.5,,1,3.2,,1,3.7,,1
Brazil,All,All,18-25,Male,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.2,,1,3.5,,1,3.7,,1
Brazil,All,All,18-25,Male,Nationality -> Age -> Gender,3.3,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Brazil,All,All,<18,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.2,,1,3.4,,1,3.7,,1
Brazil,All,All,<18,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.2,,1,3.0,,1,3.6,,1
Brazil,All,All,<18,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.4,,1,3.1,,1,3.7,,1
Brazil,All,All,<18,Male,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.2,,1,3.2,,1,3.5,,1
Brazil,All,All,<18,Male,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.1,,1,3.2,,1,3.5,,1
Brazil,All,All,<18,Male,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.1,,1,3.1,,1,3.8,,1
Bulgaria,All,All,18-25,Male,Age -> Gender -> Nationality,3.2,,1,4.0,,1,3.3,,1,3.2,,1,3.6,,1
Bulgaria,All,All,18-25,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.1,,1,3.3,,1,3.5,,1
Bulgaria,All,All,18-25,Male,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
Canada,All,All,18-25,Female,Age -> Gender -> Nationality,3.0,0.156,10,4.14,0.052,10,3.4,0.125,10,3.31,0.074,10,3.74,0.07,10
Canada,All,All,18-25,Female,Gender -> Age -> Nationality,3.0,0.133,10,4.17,0.048,10,3.5,0.17,10,3.23,0.082,10,3.78,0.063,10
Canada,All,All,18-25,Female,Nationality -> Age -> Gender,2.92,0.21,10,4.16,0.052,10,3.45,0.127,10,3.36,0.107,10,3.77,0.048,10
Canada,All,All,18-25,Male,Age -> Gender -> Nationality,2.84,0.134,5,4.08,0.045,5,3.44,0.152,5,3.32,0.11,5,3.76,0.055,5
Canada,All,All,18-25,Male,Gender -> Age -> Nationality,2.94,0.207,5,4.1,0.122,5,3.46,0.055,5,3.3,0.071,5,3.68,0.13,5
Canada,All,All,18-25,Male,Nationality -> Age -> Gender,2.94,0.219,5,4.08,0.13,5,3.48,0.13,5,3.32,0.11,5,3.76,0.089,5
Canada,All,All,26-34,Female,Age -> Gender -> Nationality,2.88,0.084,5,4.16,0.055,5,3.56,0.055,5,3.3,0.0,5,3.78,0.045,5
Canada,All,All,26-34,Female,Gender -> Age -> Nationality,2.96,0.167,5,4.18,0.045,5,3.66,0.089,5,3.32,0.11,5,3.82,0.084,5
Canada,All,All,26-34,Female,Nationality -> Age -> Gender,2.94,0.089,5,4.18,0.045,5,3.54,0.089,5,3.32,0.11,5,3.74,0.055,5
Canada,All,All,26-34,Male,Age -> Gender -> Nationality,2.967,0.208,3,4.133,0.058,3,3.467,0.058,3,3.267,0.058,3,3.7,0.0,3
Canada,All,All,26-34,Male,Gender -> Age -> Nationality,3.333,0.115,3,4.133,0.058,3,3.467,0.058,3,3.3,0.0,3,3.8,0.0,3
Canada,All,All,26-34,Male,Nationality -> Age -> Gender,3.067,0.252,3,4.133,0.058,3,3.533,0.058,3,3.267,0.058,3,3.7,0.173,3
Canada,All,All,35-50,Female,Age -> Gender -> Nationality,2.943,0.127,7,4.171,0.049,7,3.671,0.076,7,3.3,0.058,7,3.786,0.069,7
Canada,All,All,35-50,Female,Gender -> Age -> Nationality,2.843,0.19,7,4.214,0.038,7,3.629,0.095,7,3.343,0.079,7,3.771,0.095,7
Canada,All,All,35-50,Female,Nationality -> Age -> Gender,3.014,0.186,7,4.157,0.053,7,3.586,0.09,7,3.314,0.09,7,3.771,0.076,7
Canada,All,All,35-50,Male,Age -> Gender -> Nationality,3.1,,1,4.0,,1,3.6,,1,3.4,,1,3.7,,1
Canada,All,All,35-50,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.6,,1,3.5,,1,3.8,,1
Canada,All,All,35-50,Male,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
Canada,All,All,50+,Female,Age -> Gender -> Nationality,2.933,0.153,3,4.2,0.1,3,3.6,0.1,3,3.3,0.0,3,3.833,0.058,3
Canada,All,All,50+,Female,Gender -> Age -> Nationality,3.0,0.1,3,4.2,0.0,3,3.667,0.115,3,3.367,0.115,3,3.767,0.058,3
Canada,All,All,50+,Female,Nationality -> Age -> Gender,2.9,0.2,3,4.1,0.0,3,3.633,0.058,3,3.433,0.115,3,3.8,0.1,3
Canada,All,All,50+,Male,Age -> Gender -> Nationality,3.0,0.115,4,4.075,0.096,4,3.475,0.096,4,3.325,0.05,4,3.775,0.126,4
Canada,All,All,50+,Male,Gender -> Age -> Nationality,2.95,0.058,4,4.05,0.1,4,3.6,0.082,4,3.475,0.05,4,3.725,0.096,4
Canada,All,All,50+,Male,Nationality -> Age -> Gender,2.925,0.096,4,4.05,0.129,4,3.55,0.129,4,3.275,0.05,4,3.675,0.05,4
Canada,All,All,<18,Female,Age -> Gender -> Nationality,2.838,0.119,8,4.125,0.071,8,3.288,0.125,8,3.25,0.076,8,3.662,0.052,8
Canada,All,All,<18,Female,Gender -> Age -> Nationality,2.788,0.189,8,4.162,0.074,8,3.338,0.106,8,3.188,0.083,8,3.688,0.083,8
Canada,All,All,<18,Female,Nationality -> Age -> Gender,2.812,0.28,8,4.162,0.052,8,3.425,0.089,8,3.325,0.128,8,3.725,0.089,8
Canada,All,All,<18,Male,Age -> Gender -> Nationality,2.86,0.207,5,3.96,0.114,5,3.24,0.152,5,3.24,0.114,5,3.64,0.055,5
Canada,All,All,<18,Male,Gender -> Age -> Nationality,2.98,0.11,5,4.02,0.13,5,3.28,0.045,5,3.2,0.1,5,3.6,0.071,5
Canada,All,All,<18,Male,Nationality -> Age -> Gender,2.86,0.114,5,4.06,0.055,5,3.4,0.122,5,3.28,0.084,5,3.7,0.071,5
Chile,All,All,26-34,Female,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Chile,All,All,26-34,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.7,,1,3.3,,1,3.9,,1
Chile,All,All,26-34,Female,Nationality -> Age -> Gender,2.7,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
Chile,All,All,26-34,Male,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.3,,1,3.3,,1,3.8,,1
Chile,All,All,26-34,Male,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.5,,1,3.5,,1,4.0,,1
Chile,All,All,26-34,Male,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.4,,1,3.2,,1,3.9,,1
Costa Rica,All,All,<18,Female,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.3,,1,3.2,,1,3.8,,1
Costa Rica,All,All,<18,Female,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
Costa Rica,All,All,<18,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
Croatia,All,All,18-25,Female,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
Croatia,All,All,18-25,Female,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Croatia,All,All,18-25,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
Croatia,All,All,18-25,Male,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.6,,1
Croatia,All,All,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.7,,1,3.4,,1,3.8,,1
Croatia,All,All,18-25,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
Croatia,All,All,35-50,Female,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Croatia,All,All,35-50,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.7,,1,3.4,,1,3.8,,1
Croatia,All,All,35-50,Female,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.7,,1,3.4,,1,3.7,,1
Czechia,All,All,<18,Female,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.3,,1,3.2,,1,3.7,,1
Czechia,All,All,<18,Female,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.4,,1,3.1,,1,3.6,,1
Czechia,All,All,<18,Female,Nationality -> Age -> Gender,2.5,,1,4.1,,1,3.3,,1,3.3,,1,3.6,,1
Denmark,All,All,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
Denmark,All,All,18-25,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.6,,1,3.3,,1,3.9,,1
Denmark,All,All,18-25,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Denmark,All,All,26-34,Female,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Denmark,All,All,26-34,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.7,,1,3.2,,1,3.8,,1
Denmark,All,All,26-34,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.4,,1,3.9,,1
Denmark,All,All,<18,Male,Age -> Gender -> Nationality,2.6,,1,4.1,,1,3.2,,1,3.3,,1,3.6,,1
Denmark,All,All,<18,Male,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.3,,1,3.3,,1,3.6,,1
Denmark,All,All,<18,Male,Nationality -> Age -> Gender,2.4,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
Dominican Republic,All,All,<18,Male,Age -> Gender -> Nationality,3.05,0.071,2,4.15,0.071,2,3.25,0.071,2,3.3,0.0,2,3.7,0.141,2
Dominican Republic,All,All,<18,Male,Gender -> Age -> Nationality,2.9,0.0,2,4.1,0.0,2,3.15,0.071,2,3.25,0.071,2,3.6,0.0,2
Dominican Republic,All,All,<18,Male,Nationality -> Age -> Gender,2.8,0.0,2,4.2,0.0,2,3.35,0.071,2,3.25,0.071,2,3.65,0.071,2
Egypt,All,All,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.7,,1
Egypt,All,All,18-25,Male,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.6,,1,3.3,,1,3.6,,1
Egypt,All,All,18-25,Male,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.5,,1,3.3,,1,3.6,,1
Egypt,All,All,<18,Male,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.2,,1,3.1,,1,3.6,,1
Egypt,All,All,<18,Male,Gender -> Age -> Nationality,3.0,,1,4.0,,1,3.2,,1,3.3,,1,3.7,,1
Egypt,All,All,<18,Male,Nationality -> Age -> Gender,3.4,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
Estonia,All,All,<18,Female,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.4,,1,3.2,,1,3.5,,1
Estonia,All,All,<18,Female,Gender -> Age -> Nationality,2.7,,1,4.2,,1,3.4,,1,3.2,,1,3.5,,1
Estonia,All,All,<18,Female,Nationality -> Age -> Gender,2.4,,1,4.2,,1,3.3,,1,3.2,,1,3.8,,1
Finland,All,All,26-34,Female,Age -> Gender -> Nationality,2.85,0.212,2,4.1,0.141,2,3.65,0.071,2,3.3,0.0,2,3.75,0.071,2
Finland,All,All,26-34,Female,Gender -> Age -> Nationality,2.75,0.212,2,4.15,0.071,2,3.7,0.141,2,3.35,0.071,2,3.8,0.0,2
Finland,All,All,26-34,Female,Nationality -> Age -> Gender,2.6,0.0,2,4.2,0.0,2,3.7,0.0,2,3.3,0.0,2,3.7,0.0,2
Finland,All,All,35-50,Male,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.7,,1,3.4,,1,3.9,,1
Finland,All,All,35-50,Male,Gender -> Age -> Nationality,3.1,,1,4.0,,1,3.6,,1,3.6,,1,3.9,,1
Finland,All,All,35-50,Male,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.3,,1,3.6,,1,3.8,,1
Finland,All,All,50+,Female,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.7,,1,3.5,,1,3.8,,1
Finland,All,All,50+,Female,Gender -> Age -> Nationality,2.3,,1,4.2,,1,3.9,,1,3.5,,1,3.8,,1
Finland,All,All,50+,Female,Nationality -> Age -> Gender,2.5,,1,4.2,,1,3.8,,1,3.7,,1,3.7,,1
Finland,All,All,<18,Male,Age -> Gender -> Nationality,2.6,0.0,2,3.85,0.071,2,3.2,0.0,2,3.3,0.141,2,3.55,0.071,2
Finland,All,All,<18,Male,Gender -> Age -> Nationality,2.9,0.141,2,4.1,0.141,2,3.3,0.141,2,3.4,0.0,2,3.65,0.071,2
Finland,All,All,<18,Male,Nationality -> Age -> Gender,2.6,0.141,2,4.15,0.071,2,3.3,0.0,2,3.55,0.071,2,3.7,0.0,2
France,All,All,18-25,Female,Age -> Gender -> Nationality,3.067,0.058,3,4.167,0.058,3,3.4,0.1,3,3.2,0.0,3,3.767,0.058,3
France,All,All,18-25,Female,Gender -> Age -> Nationality,3.133,0.058,3,4.2,0.0,3,3.5,0.173,3,3.3,0.0,3,3.8,0.0,3
France,All,All,18-25,Female,Nationality -> Age -> Gender,2.9,0.1,3,4.133,0.058,3,3.533,0.153,3,3.433,0.115,3,3.767,0.058,3
France,All,All,18-25,Male,Age -> Gender -> Nationality,2.95,0.212,2,4.1,0.0,2,3.45,0.071,2,3.3,0.0,2,3.65,0.071,2
France,All,All,18-25,Male,Gender -> Age -> Nationality,3.05,0.071,2,4.15,0.071,2,3.35,0.071,2,3.25,0.071,2,3.75,0.071,2
France,All,All,18-25,Male,Nationality -> Age -> Gender,2.85,0.071,2,4.05,0.071,2,3.5,0.141,2,3.3,0.0,2,3.75,0.071,2
France,All,All,26-34,Female,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.7,,1,3.3,,1,3.9,,1
France,All,All,26-34,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
France,All,All,26-34,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.5,,1,3.8,,1
France,All,All,<18,Female,Age -> Gender -> Nationality,2.8,0.141,2,4.1,0.0,2,3.3,0.0,2,3.2,0.0,2,3.75,0.212,2
France,All,All,<18,Female,Gender -> Age -> Nationality,2.9,0.141,2,4.15,0.071,2,3.1,0.141,2,3.4,0.141,2,3.75,0.071,2
France,All,All,<18,Female,Nationality -> Age -> Gender,2.85,0.071,2,4.1,0.0,2,3.25,0.212,2,3.3,0.0,2,3.7,0.141,2
Georgia,All,All,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.3,,1,3.1,,1,3.8,,1
Georgia,All,All,18-25,Female,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.2,,1,3.7,,1
Georgia,All,All,18-25,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
Germany,All,All,18-25,Female,Age -> Gender -> Nationality,2.933,0.153,3,4.133,0.058,3,3.567,0.153,3,3.267,0.058,3,3.733,0.058,3
Germany,All,All,18-25,Female,Gender -> Age -> Nationality,3.133,0.208,3,4.067,0.058,3,3.4,0.1,3,3.4,0.1,3,3.8,0.0,3
Germany,All,All,18-25,Female,Nationality -> Age -> Gender,3.0,0.265,3,4.067,0.115,3,3.6,0.1,3,3.3,0.0,3,3.7,0.0,3
Germany,All,All,26-34,Female,Age -> Gender -> Nationality,3.15,0.208,4,4.175,0.05,4,3.675,0.096,4,3.3,0.0,4,3.75,0.058,4
Germany,All,All,26-34,Female,Gender -> Age -> Nationality,3.075,0.096,4,4.2,0.0,4,3.725,0.096,4,3.325,0.05,4,3.85,0.058,4
Germany,All,All,26-34,Female,Nationality -> Age -> Gender,3.05,0.129,4,4.15,0.058,4,3.625,0.05,4,3.275,0.05,4,3.8,0.082,4
Germany,All,All,26-34,Male,Age -> Gender -> Nationality,3.1,0.141,2,4.2,0.0,2,3.6,0.141,2,3.3,0.0,2,3.75,0.071,2
Germany,All,All,26-34,Male,Gender -> Age -> Nationality,3.2,0.0,2,4.1,0.141,2,3.6,0.0,2,3.4,0.141,2,3.85,0.071,2
Germany,All,All,26-34,Male,Nationality -> Age -> Gender,2.9,0.141,2,4.2,0.0,2,3.55,0.071,2,3.3,0.0,2,3.7,0.0,2
